timestamp,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6
0.00011777877807617188,0.0,0.0,0.0,0.0,0.0,0.0
0.020193099975585938,0.0,0.0,0.0,0.0,0.0,0.0
0.04028201103210449,0.0,0.0,0.0,0.0,0.0,0.0
0.060356855392456055,0.0,0.0,0.0,0.0,0.0,0.0
0.08048868179321289,-0.12149503082036972,-0.045437365770339966,-0.087,-0.2522270381450653,0.041083455085754395,0.12510256469249725
0.10112142562866211,-0.5519059300422668,-0.7642203569412231,-0.012922108173370361,-0.49417778849601746,-0.06427349895238876,0.05243668705224991
0.12127494812011719,-0.48976650834083557,-0.7478688955307007,-0.049682363867759705,-0.47261515259742737,-0.0005452074110507965,0.0844302698969841
0.14127826690673828,-0.4650633931159973,-0.7187870144844055,-0.05635842680931091,-0.4593198299407959,0.007445596158504486,0.09688527882099152
0.16134023666381836,-0.45573732256889343,-0.7079892754554749,-0.05937044322490692,-0.45314356684684753,0.017022810876369476,0.10626819729804993
0.181410551071167,-0.23233520984649658,-0.09762342274188995,-0.087,-0.3744586110115051,-0.06419457495212555,0.10657817125320435
0.20148253440856934,-0.21226215362548828,-0.059757962822914124,-0.058344557881355286,-0.3810422718524933,-0.09137440472841263,0.09832726418972015
0.22158503532409668,-0.19332778453826904,-0.032171279191970825,-0.041577279567718506,-0.39099547266960144,-0.09392952173948288,0.09540382772684097
0.2417006492614746,-0.4773576557636261,-0.7927528023719788,-0.04787708818912506,-0.4518727958202362,0.04749012738466263,0.14345362782478333
0.26187992095947266,-0.49159154295921326,-0.8132150173187256,-0.018747061491012573,-0.4560084640979767,0.03938882797956467,0.1487674117088318
0.2819082736968994,-0.5047833919525146,-0.8168023228645325,0.013504602015018463,-0.4643629491329193,0.024451598525047302,0.15617777407169342
0.30201077461242676,-0.504526674747467,-0.8172264099121094,0.035920314490795135,-0.4732549488544464,0.021345175802707672,0.1667519360780716
0.32219362258911133,-0.12055801600217819,0.04123128950595856,0.02825292944908142,-0.41160890460014343,-0.1125766858458519,0.10031735897064209
0.34224534034729004,-0.11522308737039566,0.045553386211395264,0.04312600940465927,-0.41883575916290283,-0.1131470799446106,0.10269508510828018
0.36231160163879395,-0.12088405340909958,0.03187723457813263,0.04161061346530914,-0.4292103350162506,-0.10320157557725906,0.10791394859552383
0.3824021816253662,-0.4946546256542206,-0.8286284804344177,0.08665802329778671,-0.4892301559448242,0.022350594401359558,0.19019483029842377
0.40249013900756836,-0.4730747640132904,-0.8094784617424011,0.09981148689985275,-0.49084487557411194,0.019638873636722565,0.19309784471988678
0.4225902557373047,-0.4484912157058716,-0.7875145077705383,0.10747426748275757,-0.4923233091831207,0.019840389490127563,0.1937713921070099
0.4429469108581543,-0.4228385090827942,-0.7592560648918152,0.10710921883583069,-0.4986394941806793,0.02064889669418335,0.19588442146778107
